VBS_sample_id,contributor,country,location,collection_year,collection_month,latitude,longitude,date_of_collection,collection_context,collection_method,collection_time,collector_sample_id,sample_type,specimen_sex_partner,specimen_storage_partner,Lifestage,dna_extraction_method_partner,sample_type_received,body_part_lab,dna_extraction_method_lab,total_dna_lab,species_pcr,sequencing_pipeline,mean_cov,median_cov,modal_cov,mean_cov_2RL,median_cov_2RL,mode_cov_2RL,mean_cov_3RL,median_cov_3RL,mode_cov_3RL,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,pc_contam,LLR,sex_call,PCA_QC_outlier,FILTER_frac_genome_cov,FILTER_median_cov,FILTER_contamination,FILTER_nosexcall,FILTER_divergence,FILTER_pca,sample_set,adm_level,geographic_cohort,geographic_cohort_code,geographic_cohort_colour,geographic_cohort_shape,PCA_cohort,PCA_cohort_colour,karyotype_3La,karyotype_3Ra,karyotype_3Rb,karyotype_2Ra,karyotype_2Rh,karyotype_2Rt,mitochondrial_id,subset_1,subset_2,subset_3,heterozygous_sites,raw_total_sequences,reads_mapped,reads_mapped_and_paired,reads_unmapped,reads_properly_paired,reads_paired,reads_duplicated,reads_MQ0,non-primary_alignments,total_length,bases_mapped,bases_mapped_(cigar),bases_duplicated,mismatches,error_rate,average_quality,insert_size_average,insert_size_standard_deviation,inward_oriented_pairs,outward_oriented_pairs,pairs_with_other_orientation,pairs_on_different_chromosomes,ena_run_accessions
VBS17660,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,10/6/2014,Indoor,Pyrethroid spray catch,,199,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,7.2,fun,LI,29.11,28,27,29.04,28,28,29.09,28,28,29.52,27,27,0.935,0.0197,1.156,1186.054,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2782367,101085646,79372875,76311572,21712771,69110562,101085646,15345614,21753071,6107109,15263932546,11985304125,11020214587,2317187714,292088132,0.0265,38.5,540.9,1221.7,33235615,1856829,542083,2136011,"ERR2703772,ERR2798822,ERR2798848"
VBS17661,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,10/6/2014,Indoor,Pyrethroid spray catch,,204,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,5.5,fun,LI,21.35,20,20,21.29,20,20,21.39,20,20,21.56,20,19,0.932,0.01965,1.88,1347.599,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2875969,98275644,63209329,57956086,35066315,51827688,98275644,11837220,20593222,4987058,14839622244,9544608679,8290364727,1787420220,208543959,0.0252,38.6,593,1345.6,24976396,1299230,485208,1842552,"ERR2703773,ERR2798823,ERR2798849"
VBS17663,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,10/6/2014,Indoor,Pyrethroid spray catch,,222,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,10.1,fun,LI,27.71,27,26,27.69,27,26,27.78,27,26,27.52,26,25,0.934,0.0202,1.912,2253.497,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2892539,98546324,75716794,71867542,22829530,64441010,98546324,14688953,20765943,6277860,14880494924,11433235894,10238299202,2218031903,275178235,0.0269,38.5,596,1363.9,31083059,1693980,560637,2198662,"ERR2703774,ERR2798824,ERR2798850"
VBS17664,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,10/6/2014,Indoor,Pyrethroid spray catch,,225,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,8.8,fun,LI,18.43,17,16,18.34,17,16,18.51,17,16,18.5,16,16,0.93,0.02007,2.624,2094.808,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,2958343,105621650,58806910,51064388,46814740,44173194,105621650,12981361,19476658,5791234,15948869150,8879843410,7153598606,1960185511,190136741,0.0266,38.6,685.7,1593.5,21030398,1377590,542405,2063843,"ERR2703775,ERR2798825,ERR2798851"
VBS17665,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,11/6/2014,Indoor,Pyrethroid spray catch,,243,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,8,fun,LI,20.16,19,19,20.07,19,19,20.21,19,19,20.41,19,18,0.931,0.0196,1.651,1188.595,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/+,3Rb/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,2852382,98317624,58919575,52412752,39398049,46709740,98317624,12234789,18605037,4535512,14845961224,8896855825,7472855575,1847453139,190018816,0.0254,38.6,609.4,1402.5,22448097,1174749,445852,1706392,"ERR2703776,ERR2798826,ERR2798852"
VBS17666,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,11/6/2014,Indoor,Pyrethroid spray catch,,251,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,11.5,fun,LI,27.07,26,25,27.09,26,25,27.2,26,25,26.43,25,25,0.933,0.01967,1.607,1631.496,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2794578,105058478,75233020,70542130,29825458,63242956,105058478,12033038,23202637,6151118,15863830178,11360186020,10102095134,1816988738,272904209,0.027,37.7,572.3,1302.1,30283955,1853735,508221,2229037,"ERR2703744,ERR2810219,ERR2810244"
VBS17668,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,11/6/2014,Indoor,Pyrethroid spray catch,,270,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,3.8,fun,LI,22.54,21,21,22.45,21,21,22.59,21,21,22.76,21,20,0.932,0.01969,2.786,2358.669,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/+,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2897291,109602094,65461077,58833538,44141017,51827120,109602094,10268015,21711125,5794382,16549916194,9884622627,8327281217,1550470265,221607329,0.0266,37.7,637.4,1460.9,24857160,1464438,545355,2131873,"ERR2703745,ERR2810220,ERR2810245"
VBS17669,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,11/6/2014,Indoor,Pyrethroid spray catch,,271,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,8.5,fun,LI,19.49,18,17,19.38,18,18,19.58,18,17,19.65,18,17,0.93,0.02007,2.299,1868.477,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,2848185,115953608,60737977,53309996,55215631,47213722,115953608,13764711,20086370,4917864,17508994808,9171434527,7604069390,2078471361,199723207,0.0263,38.6,616.6,1438,22537571,1372420,447677,1839579,"ERR2703778,ERR2798828,ERR2798854"
VBS17672,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,11/6/2014,Indoor,Pyrethroid spray catch,,277,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,9.5,fun,LI,14.89,13,12,14.74,13,12,14.94,13,12,15.41,13,12,0.928,0.02069,2.855,1883.832,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,3237750,92486386,46412855,40233932,46073531,34878178,92486386,7847763,16672082,4403021,13965444286,7008341105,5702812308,1185012213,153184011,0.0269,37.7,658.4,1520.7,16633461,1093645,369631,1692560,"ERR2703747,ERR2810222,ERR2810247"
VBS17673,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,11/6/2014,Indoor,Pyrethroid spray catch,,281,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,8.4,fun,LI,19.46,19,18,19.46,19,18,19.54,19,18,19.14,18,17,0.93,0.01975,2.723,2280.923,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3Rb/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,N,N,2857660,95920330,52125487,46012238,43794843,40951592,95920330,8131371,16119283,4181293,14483969830,7870948537,6528546100,1227837021,171707808,0.0263,37.8,651.8,1449.6,19829887,943061,410146,1495461,"ERR2703748,ERR2810223,ERR2810248"
VBS17674,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,11/6/2014,Indoor,Pyrethroid spray catch,,295,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,5.4,fun,LI,21.14,20,19,21.08,20,19,21.27,20,19,20.96,19,18,0.93,0.01975,2.297,1860.104,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/a,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2907092,111477808,62544625,55766760,48933183,49576014,111477808,13681633,19404537,5439213,16833149008,9444238375,7919419331,2065926583,206745057,0.0261,38.6,613.1,1440.1,23802977,1293912,504814,1815104,"ERR2703780,ERR2798830,ERR2798856"
VBS17676,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,11/6/2014,Indoor,Pyrethroid spray catch,,300,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,19.3,fun,LI,33.03,32,33,34.21,33,33,34.41,33,33,21.68,17,16,0.935,0.01989,1.068,1339.966,M,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/+,3R+/+,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2554644,104603674,92593779,90592784,12009895,81260470,104603674,17928080,25740369,7427403,15795154774,13981660629,13102325658,2707140080,348773600,0.0266,38.5,541.9,1224.4,39091413,2254032,746084,2838385,"ERR2703781,ERR2798831,ERR2798857"
VBS17677,Eric Ochomo,Kenya,Ahero,2014,6,-0.1744389,34.9203388,11/6/2014,Indoor,Pyrethroid spray catch,,307,Extracted DNA,Female,Silica gel,Wild caught adult,Collins et al 1987,Extracted DNA,,Collins et al 1987,3.7,fun,LI,23.37,22,21,23.22,22,21,23.51,22,22,23.58,21,21,0.934,0.01954,2.26,2208.403,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Kisumu County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/+,3R+/a,3Rb/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2821780,117514320,71163609,64224592,46350711,56985512,117514320,14660231,23288678,5878715,17744662320,10745704959,9153779041,2213694881,229598737,0.0251,38.6,604.4,1403.4,27431038,1437350,556655,2209982,"ERR2703782,ERR2798832,ERR2798858"
VBS17678,Eric Ochomo,Kenya,Uriri,2016,10,-0.9520944,34.5128083,1/10/2016,Outdoor,Larval dipper,,KFBTGN,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,14.2,fun,LI,27.34,26,25,27.34,26,25,27.18,25,24,27.97,26,25,0.934,0.0195,3.688,5276.694,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3R+/+,3R+/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2857943,117984822,89515137,84487952,28469685,74624944,117984822,25423181,26795387,8314922,17815708122,13516785687,12011614085,3838900331,295934390,0.0246,37.3,567.3,1367.6,36330399,1507850,1066817,2855444,"ERR2703786,ERR2810260,ERR2810285"
VBS17679,Eric Ochomo,Kenya,Uradi,2016,10,0.9798979,34.54277,1/10/2016,Outdoor,Larval dipper,,KFBTKK,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,4,fun,LI,20.82,20,19,20.76,20,19,20.98,20,19,20.44,19,19,0.934,0.01947,3.608,3405.729,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Bungoma County,",Kenya_Western-Prov,KE-W,#9467bd,triangle-up,Equatorial,#d62728,3La/a,3R+/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2947687,96817928,62116720,56934608,34701208,47266880,96817928,10891192,20068757,7511208,14619507128,9379624720,7959801756,1644569992,208923450,0.0262,37.6,674.8,1584.4,22834670,1295992,1025533,2884747,"ERR2703787,ERR2810261,ERR2810286"
VBS17680,Eric Ochomo,Kenya,Uriri,2016,10,-0.9520944,34.5128083,1/10/2016,Outdoor,Larval dipper,,KFBTR3,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,88,fun,STD,69.51,69,70,70.2,70,70,69.37,69,69,66.74,68,70,0.945,0.0191,1.102,2831.698,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2720170,148580000,144326158,143429958,4253842,134197980,148580000,19843045,27059348,7176214,22435580000,21793249858,20942290528,2996299795,551847866,0.0264,37.8,551.1,1075.9,66257990,1880301,595812,2675340,"ERR2659229,ERR2659249,ERR2659269"
VBS17681,Eric Ochomo,Kenya,Uriri,2016,10,-0.9520944,34.5128083,1/10/2016,Outdoor,Larval dipper,,KFBTR9,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,189.7,fun,STD,64.7,65,65,65.34,65,65,64.76,65,65,61.34,63,64,0.945,0.01906,1.172,2896.359,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2748426,139119650,136289314,135544472,2830336,126427838,139119650,17031521,26935838,7086565,21007067150,20579686414,19761656216,2571759671,521740792,0.0264,37.6,572.4,1083.6,62584643,1735937,549463,2664355,"ERR2659236,ERR2659256,ERR2659276"
VBS17683,Eric Ochomo,Kenya,Awendo,2016,10,-0.9013806,34.5332333,1/10/2016,Outdoor,Larval dipper,,KFBTUT,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,70.6,fun,STD,44.59,44,44,44.96,44,44,44.68,44,44,42.46,42,43,0.944,0.01914,1.743,3261.647,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3Ra/a,3R+/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2764731,118420588,96881677,93393984,21538911,86178458,118420588,12376806,20609541,5407328,17881508788,14629133227,13580324839,1868897706,362727803,0.0267,37.5,618.4,1182.5,42624070,1301353,463398,2106113,"ERR2659240,ERR2659260,ERR2659280"
VBS17684,Eric Ochomo,Kenya,Awendo,2016,10,-0.9013806,34.5332333,1/10/2016,Outdoor,Larval dipper,,KFBU5I,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,134.9,fun,STD,38.25,38,37,38.85,38,38,38.2,37,37,35.52,36,36,0.94,0.01867,2.075,3881.38,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2765230,132071586,83477389,76814668,48594197,70583476,132071586,13718151,18139341,5114582,19942809486,12605085739,11127287349,2071440801,284236823,0.0255,37.7,624.6,1267.4,35167297,839927,473059,1768348,"ERR2659239,ERR2659259,ERR2659279"
VBS17685,Eric Ochomo,Kenya,Awendo,2016,10,-0.9013806,34.5332333,1/10/2016,Outdoor,Larval dipper,,KFBU5J,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,34.2,fun,LI,41.46,41,41,41.81,41,41,41.79,41,41,38.5,38,39,0.94,0.01901,1.331,2057.739,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2715127,112340158,91241002,88042268,21099156,82168296,112340158,16210306,16585053,5448101,16963363858,13777391302,12817011592,2447756206,339412192,0.0265,37.9,523.1,1127,40458631,1148360,505809,1604023,"ERR2703750,ERR2810225,ERR2810250"
VBS17686,Eric Ochomo,Kenya,Sumba,2016,10,-0.6859417,34.5960944,1/10/2016,Outdoor,Larval dipper,,KFBUKB,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,148.1,fun,STD,59.85,60,61,60.61,60,61,60.04,60,60,55.45,57,59,0.943,0.01912,1.333,3230.891,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2693962,132544038,118149873,115836908,14394165,108271394,132544038,14612119,20112439,6113142,20014149738,17840630823,16903107341,2206429969,450993099,0.0267,37.7,594.1,1113.5,53985096,1087564,524839,2124896,"ERR2659232,ERR2659252,ERR2659272"
VBS17687,Eric Ochomo,Kenya,Sumba,2016,10,-0.6859417,34.5960944,1/10/2016,Outdoor,Larval dipper,,KFBUKP,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,140.9,fun,STD,51.74,52,52,52.52,52,52,51.9,52,52,47.37,48,49,0.942,0.01917,1.388,2880.312,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2747343,129681184,108620482,105266934,21060702,98271736,129681184,14123766,22254946,5648423,19581858784,16401692782,15333286667,2132688666,405060815,0.0264,37.5,587.6,1111.9,48824979,1087512,467838,2048245,"ERR2659238,ERR2659258,ERR2659278"
VBS17689,Eric Ochomo,Kenya,Uradi,2016,10,0.9798979,34.54277,1/10/2016,Outdoor,Larval dipper,,KFBULZ,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,63.1,fun,STD,59.38,59,58,60.09,59,59,59.16,58,58,56.8,57,59,0.944,0.01904,1.468,3864.948,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Bungoma County,",Kenya_Western-Prov,KE-W,#9467bd,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2717549,140977064,130639357,128802098,10337707,120602554,140977064,19350079,28315118,6273959,21287536664,19726542907,18771180442,2921861929,475127813,0.0253,37.7,545,1068.9,59503913,1637385,530671,2432133,"ERR2659223,ERR2659243,ERR2659263"
VBS17690,Eric Ochomo,Kenya,Sumba,2016,10,-0.6859417,34.5960944,1/10/2016,Outdoor,Larval dipper,,KFBUNQ,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,202.2,fun,STD,50.48,50,50,50.98,51,51,50.35,50,50,48.59,49,50,0.942,0.01909,1.309,2685.015,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2753885,127274032,107307038,104274018,19966994,97344902,127274032,13841567,22436491,5302241,19218378832,16203362738,15209642748,2090076617,401151937,0.0264,37.6,568.4,1095.8,48246079,1223247,441698,2035568,"ERR2659231,ERR2659251,ERR2659271"
VBS17691,Eric Ochomo,Kenya,Sumba,2016,10,-0.6859417,34.5960944,1/10/2016,Outdoor,Larval dipper,,KFBUNS,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,78.2,fun,STD,70.52,71,72,71.37,72,72,70.42,71,71,66.83,69,72,0.946,0.01887,1.338,4108.085,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3Ra/a,3Rb/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2801644,161260924,145728220,143258156,15532704,134258664,161260924,20680973,26039984,7361677,24350399524,22004961220,20916287712,3122826923,555315974,0.0265,37.7,562.5,1056.1,66598223,1606175,558223,2610219,"ERR2659237,ERR2659257,ERR2659277"
VBS17692,Eric Ochomo,Kenya,Sumba,2016,10,-0.6859417,34.5960944,1/10/2016,Outdoor,Larval dipper,,KFBUNU,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,151.9,fun,STD,63.4,63,63,64.04,64,64,63.58,63,63,59.55,61,63,0.943,0.01882,1.212,2809.982,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2773064,173411712,142251949,137245254,31159763,127524014,173411712,22851901,30447993,7448826,26185168512,21480044299,19982799708,3450637051,527456256,0.0264,37.9,554.1,1127.9,62610949,2095408,603501,2866588,"ERR2659228,ERR2659248,ERR2659268"
VBS17693,Eric Ochomo,Kenya,Sumba,2016,10,-0.6859417,34.5960944,1/10/2016,Outdoor,Larval dipper,,KFBUNV,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,103.9,fun,STD,55.83,56,57,56.25,56,57,55.88,56,56,53.64,55,57,0.943,0.01933,1.392,2865.184,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2788141,123871532,112567060,110783936,11304472,103739088,123871532,14006602,20313784,5623567,18704601332,16997626060,16179472547,2114996902,433698133,0.0268,37.7,578.8,1095,51578966,1149358,467505,2026044,"ERR2659222,ERR2659242,ERR2659262"
VBS17694,Eric Ochomo,Kenya,Sumba,2016,10,-0.6859417,34.5960944,1/10/2016,Outdoor,Larval dipper,,KFBUO8,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,140.4,fun,STD,47.34,47,47,48.07,47,47,47.13,47,47,44.71,45,47,0.94,0.01944,1.71,3059.787,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3L+/a,3R+/a,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2867922,130464376,97836744,92670612,32627632,85929202,130464376,13636376,19336306,5184303,19700120776,14773348344,13500526321,2059092776,363163316,0.0269,37.8,595.4,1183.9,42670915,1075758,470420,1921459,"ERR2659241,ERR2659261,ERR2659281"
VBS17695,Eric Ochomo,Kenya,Sumba,2016,10,-0.6859417,34.5960944,1/10/2016,Outdoor,Larval dipper,,KFBUOO,Extracted DNA,Female,Frozen,Wild caught larvae,Collins et al 1987,Extracted DNA,,Collins et al 1987,92.5,fun,STD,51.58,51,51,51.89,51,52,51.74,51,51,49.47,49,50,0.944,0.01907,1.34,2721.966,F,,PASS,PASS,PASS,PASS,PASS,PASS,1232-VO-KE-OCHOMO-VMF00044,"Migori County,",Kenya_Nyanza-Prov,KE-N,#9467bd,circle,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2716476,119801870,109294423,107419752,10507447,99680926,119801870,13398514,22417903,5933976,18090082370,16503457873,15644309109,2023175614,415038146,0.0265,37.6,596.1,1138.2,49401768,1314286,476475,2316702,"ERR2659230,ERR2659250,ERR2659270"
